id_suministro,id_medidor,anio_mes,energia_total_kwh,demanda_max_kw,n_registros,n_registros_error
1001973,2000000,2023-01,624.961558352392,3.8413483252183735,744,12
1005845,2000001,2023-01,206.7782770282058,2.1075955953111687,744,2
1013497,2000002,2023-01,331.13463543598436,2.2146806705737108,744,6
1039828,2000003,2023-01,522.5203542100171,2.847691921544399,744,2
1042146,2000004,2023-01,991.1528515805566,6.207402055947339,744,1
1048635,2000005,2023-01,168.7866945383804,1.2707441285417864,744,6
1049232,2000006,2023-01,256.8477877689661,2.4250223871887933,744,5
1055138,2000007,2023-01,255.23872566591785,2.6902192545220993,744,3
1062764,2000008,2023-01,447.3755125408017,2.8471739032237937,744,14
1069609,2000009,2023-01,230.40073329009851,1.6615742550214347,744,4
1070773,2000010,2023-01,407.6271820170258,3.8394754754427978,744,3
1071687,2000011,2023-01,465.1417632792359,2.904163990254288,744,10
1076013,2000012,2023-01,134.31136921820428,1.1955341239408583,744,2
1085750,2000013,2023-01,624.7767431438064,5.468460167089398,744,6
1087928,2000014,2023-01,83.76794255692333,0.8686650327380652,744,3
1088866,2000015,2023-01,367.2801060412016,2.4483603877520848,744,5
1088935,2000016,2023-01,3105.630324981836,30.400762655170254,744,12
1089175,2000017,2023-01,649.4362296002095,4.391321123030589,744,3
1089770,2000018,2023-01,355.13694532877304,3.735842018848409,744,1
1091920,2000019,2023-01,425.069924056931,2.5995674848977086,744,14
1094953,2000020,2023-01,202.41144318479263,1.1884507723273856,744,7
1099428,2000021,2023-01,500.10530834553003,3.764509674948301,744,14
1107955,2000022,2023-01,269.6082442571301,1.6648624042259768,744,10
1129303,2000023,2023-01,710.5975945416428,3.9364936073956853,744,10
1130653,2000024,2023-01,230.5855057425228,1.4909852622304636,744,11
1148498,2000025,2023-01,243.2846251078584,1.8616579686549857,744,10
1154218,2000026,2023-01,745.9418541851941,4.84879481732423,744,3
1155234,2000027,2023-01,309.95712885066905,3.224397720267885,744,2
1160079,2000028,2023-01,277.39611121972007,1.5899218810356992,744,7
1168654,2000029,2023-01,128.2095573357565,0.8723759647089134,744,14
1175985,2000030,2023-01,587.0988834691885,5.875181612919227,744,13
1183813,2000031,2023-01,252.92194369613156,2.5072718449795866,744,12
1195794,2000032,2023-01,691.5097830959076,3.972863686462717,744,6
1209464,2000033,2023-01,259.8685636614899,2.314822016015239,744,5
1217605,2000034,2023-01,815.1064198611223,5.560702142337766,744,14
1233839,2000035,2023-01,425.770142011361,2.9952931726309697,744,7
1236729,2000036,2023-01,410.88158918444816,3.324957497757704,744,0
1238610,2000037,2023-01,1051.5486282475226,8.285047304186813,744,13
1239011,2000038,2023-01,682.030593365853,5.873222992344642,744,13
1242729,2000039,2023-01,115.88271349336627,1.0481078174629797,744,10
1254477,2000040,2023-01,206.74961984133083,1.1283129704078603,744,6
1273651,2000041,2023-01,208.33477817153585,1.2347698271988214,744,10
1292302,2000042,2023-01,477.6274987013796,2.5809079159782993,744,11
1293033,2000043,2023-01,550.1852956128878,3.2228175711497236,744,10
1296928,2000044,2023-01,274.98255800371106,2.2237802506512407,744,5
1297312,2000045,2023-01,740.6950992123739,7.319157822308596,744,8
1297324,2000046,2023-01,235.02529989977134,1.8567494286536046,744,5
1297851,2000047,2023-01,624.0827211466948,3.520408349750984,744,0
1300467,2000048,2023-01,203.60446775533947,1.7338461282371382,744,13
1304126,2000049,2023-01,70.34640596394203,0.5325130425707036,744,10
1305858,2000050,2023-01,396.8853282158018,2.727273111503135,744,3
1309197,2000051,2023-01,255.8007204633423,2.3163425048881576,744,1
1309406,2000052,2023-01,283.5989323473951,1.6540079178738043,744,0
1317123,2000053,2023-01,276.09888520851473,2.7155302458879924,744,0
1317800,2000054,2023-01,242.70923764739075,1.7688365716614758,744,9
1324375,2000055,2023-01,175.07934624602632,1.4446300522828246,744,2
1326493,2000056,2023-01,88.13429059167972,0.5100420357270029,744,6
1333405,2000057,2023-01,23016.469017982396,231.57845203589463,744,14
1346976,2000058,2023-01,266.7559142500134,2.8013317542991634,744,7
1348825,2000059,2023-01,493.5938687235042,2.96282235445314,744,10
1371214,2000060,2023-01,622.445049823342,3.913548657656182,744,7
1378262,2000061,2023-01,31061.268639716152,235.08582901473108,744,4
1380185,2000062,2023-01,322.1930738588543,2.373912391041966,744,1
1383408,2000063,2023-01,620.1230540442397,4.130979387108352,744,10
1385719,2000064,2023-01,140.08743489678142,1.2794312459039932,744,4
1386122,2000065,2023-01,313.03716339248825,3.080336750707939,744,8
1399450,2000066,2023-01,305.17104336642853,2.5426328286411914,744,10
1399756,2000067,2023-01,695.6181679352893,5.74783963290696,744,6
1409362,2000068,2023-01,90.38808471834287,0.5407941488061283,744,0
1415603,2000069,2023-01,14738.637263965047,132.87344493315132,744,3
1421903,2000070,2023-01,148.92582553145957,1.0463358548254966,744,3
1431993,2000071,2023-01,69.07124866072841,0.546756927363545,744,6
1433904,2000072,2023-01,215.51827077140155,1.241221745402137,744,8
1435642,2000073,2023-01,308.5407385520843,2.5332533097612493,744,7
1448200,2000074,2023-01,526.3213069673085,3.3462142832431265,744,0
1452365,2000075,2023-01,81.75569691078412,0.8620442329156703,744,8
1494103,2000076,2023-01,409.3894428902173,2.97895829841249,744,12
1494732,2000077,2023-01,469.3310332053015,3.2666915655059126,744,1
1499232,2000078,2023-01,393.4854938834869,3.6718404644745966,744,1
1502475,2000079,2023-01,152.85097184439584,1.3470678446535869,744,4
1511187,2000080,2023-01,72892.64792196282,433.51941024661676,744,9
1512676,2000081,2023-01,369.2705124659927,3.77876123726396,744,6
1519034,2000082,2023-01,394.8969917442559,3.4202678704562843,744,9
1522068,2000083,2023-01,502.95075238027164,4.098481455625692,744,2
1524041,2000084,2023-01,357.50213373587496,2.140612021885157,744,4
1528797,2000085,2023-01,644.7240711271374,6.230131179788361,744,14
1539450,2000086,2023-01,146.46756097303225,0.8282374294262337,744,7
1541754,2000087,2023-01,580.6073502036287,5.550843456131036,744,5
1547965,2000088,2023-01,112.34882927090477,0.9571989368675966,744,11
1553140,2000089,2023-01,252.06013842986576,1.5567876873692978,744,8
1557371,2000090,2023-01,197.15579485101028,1.165486278017837,744,13
1578136,2000091,2023-01,151.18035808513662,0.8784435886651257,744,4
1582928,2000092,2023-01,611.1085739996954,5.4075980928877865,744,1
1585247,2000093,2023-01,326.82636857761435,2.2705413218431647,744,3
1585388,2000094,2023-01,663.0274204375027,6.089051473362491,744,8
1585714,2000095,2023-01,288.3792019368856,2.7648253505947316,744,6
1596179,2000096,2023-01,959.5836566351276,10.26147522453106,744,6
1597869,2000097,2023-01,526.6447193811399,3.2314709143961173,744,11
1601640,2000098,2023-01,36.867944265602695,0.36958381554126424,744,2
1606514,2000099,2023-01,460.69606460510477,2.763283131551885,744,3
1608149,2000100,2023-01,181.4366359338833,1.9273641486137627,744,14
1621309,2000101,2023-01,298.12910191689247,1.6275485443779274,744,11
1627600,2000102,2023-01,305.03611939019333,1.8801373702926307,744,5
1628990,2000103,2023-01,207.06110556023143,2.0462260313342178,744,14
1630096,2000104,2023-01,350.41570582573775,2.5754807909968274,744,7
1631696,2000105,2023-01,570.7773569540662,3.6681760010593236,744,12
1637632,2000106,2023-01,89.49798301903367,0.7154169567011041,744,14
1649556,2000107,2023-01,58969.891330648046,328.0895664734114,744,8
1660416,2000108,2023-01,347.28644314499826,1.8969960651244886,744,3
1661710,2000109,2023-01,452.00512061594065,3.4226113842735724,744,1
1662921,2000110,2023-01,235.62145835701068,1.5695314468616925,744,1
1665672,2000111,2023-01,389.2955799457473,3.590551867134073,744,14
1668626,2000112,2023-01,652.181555233758,6.00178353393952,744,3
1675779,2000113,2023-01,248.76705095445257,1.6521616301946678,744,0
1677390,2000114,2023-01,756.9665965862343,4.460292431034131,744,5
1679813,2000115,2023-01,530.3447894915947,4.569103009498433,744,14
1683242,2000116,2023-01,421.88373268186405,3.2531438652437887,744,12
1684525,2000117,2023-01,719.0030097891263,6.781762318231241,744,12
1690860,2000118,2023-01,638.0029632050893,3.454498174710147,744,8
1692682,2000119,2023-01,172.272071306126,1.6685857447877437,744,5
1701056,2000120,2023-01,614.5169037286216,6.00756335999015,744,7
1701987,2000121,2023-01,612.451744832827,5.555651634064221,744,7
1703209,2000122,2023-01,1049.7732564502023,5.751341127074404,744,14
1714618,2000123,2023-01,196.59549401068094,1.1393264972397428,744,6
1716919,2000124,2023-01,226.01373408332367,1.431986597776154,744,3
1728101,2000125,2023-01,704.5409323935546,5.557792272220377,744,9
1728237,2000126,2023-01,405.869281015844,2.297296436919976,744,14
1729896,2000127,2023-01,306.27614133340114,2.3965419154498577,744,0
1735461,2000128,2023-01,441.44587669906804,3.5114756684767925,744,11
1739280,2000129,2023-01,343.58452682561,2.997102733409848,744,0
1749894,2000130,2023-01,188.34670160131768,1.9528195649973243,744,9
1754417,2000131,2023-01,391.7565101020008,2.5964171043242157,744,13
1758044,2000132,2023-01,125.08961001647792,1.028432073950119,744,12
1776816,2000133,2023-01,134.44161971729707,1.338573445709104,744,7
1781315,2000134,2023-01,400.66920225749766,2.985214823069934,744,5
1782171,2000135,2023-01,333.10885607675107,3.581491777115183,744,13
1785848,2000136,2023-01,803.5772229227349,7.126921005156876,744,0
1786987,2000137,2023-01,732.721067467748,4.861823089651924,744,7
1792479,2000138,2023-01,440.45677716901395,2.621011865226387,744,14
1793240,2000139,2023-01,14453.973433849354,124.13412919388283,744,5
1794284,2000140,2023-01,126.29453472976115,0.6922029913556426,744,13
1799544,2000141,2023-01,132.56141946877065,1.0787390878299385,744,10
1816249,2000142,2023-01,171.87849567630798,1.0377143029184694,744,13
1825202,2000143,2023-01,303.14854851151665,2.7297805838580684,744,2
1826218,2000144,2023-01,425.0280878385938,2.6354254124129124,744,8
1830167,2000145,2023-01,653.7501548139304,5.116163961065031,744,10
1834795,2000146,2023-01,213.85463134507458,1.5583877786301057,744,7
