id_suministro,id_medidor,anio_mes,energia_total_kwh,demanda_max_kw,n_registros,n_registros_error
1001973,3000000,2025-01,617.1433878316653,4.831731447133235,744,14
1005845,3000001,2025-01,426.54549669812656,2.7791018648433834,744,11
1013497,3000002,2025-01,442.724914936362,3.155450772781039,744,10
1039828,3000003,2025-01,688.0361693351401,3.7351779844961794,744,8
1042146,3000004,2025-01,779.9125246043925,7.007398009848331,744,11
1048635,3000005,2025-01,114.2885838687969,0.7712957615334518,744,3
1049232,3000006,2025-01,401.66309200708116,2.6941973354868405,744,5
1055138,3000007,2025-01,2348.9185864016863,14.859862308716702,744,6
1062764,3000008,2025-01,638.3671490649956,6.551610159669632,744,7
1069609,3000009,2025-01,213.27317849106402,1.657679442936639,744,8
1070773,3000010,2025-01,436.5140151308849,3.6208030907698965,744,1
1071687,3000011,2025-01,246.07285443366982,1.3255522187900084,744,10
1076013,3000012,2025-01,194.59668532353024,1.5396544037711042,744,5
1085750,3000013,2025-01,196.96483817148928,1.455944374114402,744,11
1087928,3000014,2025-01,1114.121223006287,9.326168066982136,744,7
1088866,3000015,2025-01,578.7276973237701,3.4660742485669607,744,12
1088935,3000016,2025-01,115.0948666751887,1.0220018514144305,744,11
1089175,3000017,2025-01,578.1901800382888,5.186395986150875,744,7
1089770,3000018,2025-01,334.3591236988307,2.533036049701079,744,8
1091920,3000019,2025-01,298.3570124789804,2.2064509227054807,744,1
1094953,3000020,2025-01,290.62751081756215,2.0178285758063135,744,1
1099428,3000021,2025-01,461.2561576221144,2.5351604814685547,744,4
1107955,3000022,2025-01,831.2205791228654,4.672079945523661,744,1
1129303,3000023,2025-01,973.936934045039,7.957265003595999,744,8
1130653,3000024,2025-01,112.35528506884513,0.9766059291750364,744,6
1148498,3000025,2025-01,340.9980842895431,2.452111752438178,744,0
1154218,3000026,2025-01,350.2635567492352,2.1740835182313996,744,7
1155234,3000027,2025-01,471.2101252973594,3.515453768239398,744,10
1160079,3000028,2025-01,5089.133277351417,28.99116491569393,744,0
1168654,3000029,2025-01,598.3886738249569,5.12581395883604,744,3
1175985,3000030,2025-01,469.8827023812556,2.531229970497658,744,13
1183813,3000031,2025-01,845.53176765868,8.003382652670707,744,12
1195794,3000032,2025-01,239.41301005621972,1.6792236876745361,744,9
1209464,3000033,2025-01,654.8670890815916,5.670411891954024,744,11
1217605,3000034,2025-01,580.2564662708658,4.89611969330288,744,7
1233839,3000035,2025-01,655.2148289581522,3.6160633550022627,744,3
1236729,3000036,2025-01,366.4275730930735,1.9744016494746726,744,6
1238610,3000037,2025-01,843.6681111774343,4.696887255466574,744,5
1239011,3000038,2025-01,953.0692563211825,5.3583561988924036,744,7
1242729,3000039,2025-01,399.82350666830365,3.0772436409468646,744,4
1254477,3000040,2025-01,312.5185155099684,2.783041572508534,744,5
1273651,3000041,2025-01,359.02866476407075,3.5545923898356255,744,8
1292302,3000042,2025-01,629.7198144464306,5.64794450368778,744,3
1293033,3000043,2025-01,484.359279396232,2.7386714900127678,744,11
1296928,3000044,2025-01,530.2840703428382,3.3178765436177837,744,1
1297312,3000045,2025-01,455.17776522621756,2.9569360329234864,744,14
1297324,3000046,2025-01,454.92359738168517,2.807140005292827,744,5
1297851,3000047,2025-01,1382.768576697343,8.423613933245496,744,0
1300467,3000048,2025-01,703.5466021624968,4.861292727640778,744,4
1304126,3000049,2025-01,998.3288087991166,6.8975702326816295,744,6
1305858,3000050,2025-01,180.39065291851628,1.9182602075273665,744,0
1309197,3000051,2025-01,711.724936260524,4.514196618619631,744,7
1309406,3000052,2025-01,420.14724441886256,3.210781280660258,744,4
1317123,3000053,2025-01,454.1110118618408,2.8192523512977594,744,0
1317800,3000054,2025-01,503.7133445995995,5.003555130840374,744,13
1324375,3000055,2025-01,724.0550570153969,3.940044351686078,744,3
1326493,3000056,2025-01,699.119938518642,7.29184121956444,744,4
1333405,3000057,2025-01,38467.001894046516,242.60287660298206,744,0
1346976,3000058,2025-01,594.3605900359619,3.6748702820287904,744,14
1348825,3000059,2025-01,771.1309282248799,4.303621116079335,744,3
1371214,3000060,2025-01,270.64430262557573,1.9119300583131709,744,3
1378262,3000061,2025-01,10796.259658278219,70.56782126459309,744,0
1380185,3000062,2025-01,349.9894046751525,2.1795002741278173,744,7
1383408,3000063,2025-01,225.15962264841187,1.655198320657841,744,2
1385719,3000064,2025-01,304.1182916345131,2.0642008715160856,744,1
1386122,3000065,2025-01,617.4638845944478,4.303836788254042,744,2
1399450,3000066,2025-01,218.38017547619717,1.5789927657881164,744,3
1399756,3000067,2025-01,407.69916541616664,4.006701856021592,744,1
1409362,3000068,2025-01,915.1348344686731,7.571706420401955,744,14
1415603,3000069,2025-01,39744.64662889546,249.70111583501168,744,14
1421903,3000070,2025-01,95.14993636664775,0.9414430226081598,744,4
